Title,Rating,Level,Language,Price,URL,Image,Description,Platform,Certificate,Duration,Learning_Type,Enrolled,Reviews,Last_Updated,Category,Instructors
URosarioX: IntroducciÃ³n a la ciberseguridad,None,Intermediate, Spanish,Free To Audit,https://www.edx.org/learn/cybersecurity/universidad-del-rosario-introduccion-a-la-ciberseguridad,,"La ciberseguridad ha tomado una especial relevancia en el mundo moderno por su capacidad de proteger información frente a ataques cibernéticos, convirtiéndose en una de las áreas de mayor empleabilidad hoy en día.",edX,Available for Paid verified track with cost $49 USD,4 weeks 4–6 hours per week,Course,"13,872 already enrolled! ",None,None,Computer Science,"Daniel Orlando Díaz Lopez, Valérie Gauthier Umaña, "
HarvardX: Applications of TinyML,4.4,Intermediate, English,Free To Audit,https://www.edx.org/learn/tinyml/harvard-university-applications-of-tinyml,,Do you know what happens when you say “OK Google” to a Google device? Is your Google Home always listening? ,edX,Available for Paid verified track with cost $299 USD,6 weeks 2–4 hours per week,Course,"21,842 already enrolled! ",8 ratings,None,Data Analysis & Statistics,"Vijay Janapa Reddi, Laurence Moroney, "
BabsonX: AI for Leaders,None,Beginner, English,Free To Audit,https://www.edx.org/learn/artificial-intelligence/babson-college-ai-for-leaders,,"Research from the World Economic Forum (WEF) and Mckinsey shows that AI will increasingly disrupt what we do, who does it and how all work is done – e.g. humans versus machines. On the positive side, AI is expected to add significant growth and value to the world’s economy for the companies and countries that get it. As such, it is more important than ever that all leaders, managers, executives and board members develop their AI skills to compete and prosper in the AI world. ",edX,Available for Paid verified track with cost $249 USD,4 weeks 4–6 hours per week,Course,"16,608 already enrolled! ",None,None,Business & Management,"Thomas Davenport, Barry Libert, Megan Beck, "
UPValenciaX: Basic Spanish 3: Getting there,4.5,Beginner, English,Free To Audit,https://www.edx.org/learn/spanish/universitat-politecnica-de-valencia-basic-spanish-3-getting-there,,¡Bienvenidos y bienvenidas! (Welcome!),edX,Available for Paid verified track with cost $39 USD,4 weeks 3–4 hours per week,Course,"38,460 already enrolled! ",22 ratings,None,Language,"Prof. Ana Gimeno, Cristina Navarro, "
TecdeMonterreyX: IntroducciÃ³n a la Ciencia de Datos y el Big Data,4.3,Intermediate, Spanish,Free To Audit,https://www.edx.org/learn/big-data/tecnologico-de-monterrey-introduccion-a-la-ciencia-de-datos-y-el-big-data,,"El futuro pertenece a la ciencia de datos y a quienes la entiendan. Al igual que el petróleo y el gas impulsaron las economías de los siglos XX y XXI, los datos impulsan cada vez mas la innovación y la economía global a medida que avanzamos hacia una nueva era denominada la revolución digital.",edX,Available for Paid verified track with cost $59 USD,4 weeks 3–5 hours per week,Course,"48,308 already enrolled! ",18 ratings,None,Data Analysis & Statistics,"Jesús Aguilar, "
IBM: Basic Network and Database Security,4.3,Beginner, English,Free To Audit,https://www.edx.org/learn/network-security/ibm-basic-network-and-database-security,,"Please Note: Learners who successfully complete this IBM course can earn a skill badge — a detailed, verifiable and digital credential that profiles the knowledge and skills you’ve acquired in this course. Enroll to learn more, complete the course and claim your badge!",edX,Available for Paid verified track with cost $149 USD,4 weeks 3–4 hours per week,Course,"10,794 already enrolled! ",6 ratings,None,Computer Science,"- IBM -, "
UQx: Philosophy and Critical Thinking,4.6,Beginner, English,Free To Audit,https://www.edx.org/learn/philosophy/the-university-of-queensland-philosophy-and-critical-thinking,,"What can we learn through philosophical inquiry that will help us to think with clarity, rigour and humour about things that matter?",edX,Available for Paid verified track with cost $159 USD,6 weeks 1–4 hours per week,Course,Share this courseShare th,5 ratings,None,Humanities,"Professor Deborah Brown, Dr Peter Ellerton, "
UAMx: IntroducciÃ³n al desarrollo de aplicaciones web,3.5,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/web-development/universidad-autonoma-de-madrid-introduccion-al-desarrollo-de-aplicaciones-web,,"Hoy en día utilizamos la web para todo tipo de tareas: buscar un vuelo, comprar entradas, ver el pronóstico meteorológico, leer noticias, etc. Todo esto es posible gracias a las aplicaciones web creadas para darnos estos servicios. ",edX,Available for Paid verified track with cost $29 USD,5 weeks 4–5 hours per week,Course,"62,017 already enrolled! ",5 ratings,None,Computer Science,"Ruth Cobos Pérez, Álvaro Ortigosa, Roberto Latorre Camino, "
UQx: Cardiovascular & Respiratory Systems,None,Beginner, English,Free To Audit,https://www.edx.org/learn/human-anatomy/the-university-of-queensland-cardiovascular-respiratory-systems,,"The human body is an amalgamation of specialised and complex systems. Normal, healthy body functions rely on a symphony of these systems, dynamically working in concert to keep us in a stable homeostatic state.",edX,Available for Paid verified track with cost $129 USD,8 weeks 3–5 hours per week,Course,4 months3 - 5 hours per w,None,None,Medicine,"Stephen Anderson, Bradley Launikonis, Kenneth Lopez-Loo, "
ANUx: Astrophysics: Cosmology,4.8,Intermediate, English,Free To Audit,https://www.edx.org/learn/astrophysics/australian-national-university-astrophysics-cosmology,,"This course covers cosmology – the study of our entire universe. Where did the universe come from? How will it end? What is the nature of space and time? For the first time in human history, we can give precise, reliable answers to many cosmological questions, thanks to a spectacular series of recent breakthroughs. But many of the most fundamental mysteries remain unsolved. In this course we will cover the latest advances and the unsolved mysteries. We will explain the recent observations, and with the help of guest speakers Lawrence Krauss and Brian Cox, we will explore the theories behind modern cosmology.",edX,Available for Paid verified track with cost $59 USD,10 weeks 2–4 hours per week,Course,"98,035 already enrolled! ",19 ratings,None,Physics,"Brian Schmidt, Paul Francis, "
RITx: Teamwork & Collaboration,4.8,Beginner, English,Free To Audit,https://www.edx.org/learn/teamwork/rochester-institute-of-technology-teamwork-collaboration,,"In today’s workplace, professionals don’t work alone, and rarely work with just one other person. More often, we are required to work in groups to strategize, design solutions, ideate, motivate, manage, and execute.",edX,Available for Paid verified track with cost $199 USD,3 weeks 4–6 hours per week,Course,"14,154 already enrolled! ",13 ratings,None,Communication,"David Neumann, "
AnahuacX: IntroducciÃ³n a la Ciencia de Datos con Python,4.3,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/python/universidades-anahuac-introduccion-a-la-ciencia-de-datos-con-python,,"La ciencia de datos es un área enfocada en la extracción de conocimiento a partir de conjuntos de datos con diversas fuentes y formas. El conocimiento adquirido es generado por diversas técnicas derivadas de estadística, minería de datos, aprendizaje automático. En este curso, serás introducido a los conceptos generales de las ciencias de datos con la ayuda del lenguaje de programación Python. Python es un lenguaje de propósito general y es usado para aplicar los métodos de ciencias de datos gracias a la gran cantidad de librerías disponibles y la enorme comunidad que las soporta.",edX,Available for Paid verified track with cost $39 USD,4 weeks 6–8 hours per week,Course,3 months6 - 8 hours per w,6 ratings,None,Computer Science,"Eduardo Rodríguez  del Angel, Jorge Alberto Cerecedo Cordoba, "
IBM: Python for Data Science Project,4.2,Intermediate, English,Free To Audit,https://www.edx.org/learn/python/ibm-python-for-data-science-project,,"Please Note: Learners who successfully complete this IBM course can earn a skill badge — a detailed, verifiable and digital credential that profiles the knowledge and skills you’ve acquired in this course. Enroll to learn more, complete the course and claim your badge!",edX,Available for Paid verified track with cost $29 USD,1 weeks 4–5 hours per week,Course,"13,047 already enrolled! ",19 ratings,None,Data Analysis & Statistics,"Joseph Santarcangelo, Azim Hirjani, "
UQx: Academic English: How to Write a Thesis,None,Beginner, English,Free To Audit,https://www.edx.org/learn/english/the-university-of-queensland-academic-english-how-to-write-a-thesis,,"Designed for anyone writing their first academic research project, Academic English: How to Write a Thesis guides you through the process of becoming an academic research writer into producing your first academic research publication. Created by experts in academic writing, the course spans 5 modules covering what it means to be an academic writer, getting ideas for research, finding and sourcing relevant literature, appropriately reporting research methods and results according to disciplinary expectations, and developing critical insights into your research findings. A world of academic language and expertise is at your fingertips in Academic English!",edX,Available for Paid verified track with cost $129 USD,10 weeks 1–3 hours per week,Course,Started Feb 22Ends Jul 1E,None,None,Education & Teacher Training,"Peter Crosthwaite, "
GalileoX: Java Programming Fundamentals,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/java/universidad-galileo-java-programming-fundamentals,,Java is one of the most in-demand programming languages today. This course is designed to provide students the basic skills and knowledge on Java. ,edX,Available for Paid verified track with cost $39 USD,5 weeks 8–10 hours per week,Course,"29,186 already enrolled! ",None,None,Engineering,"Jorge Vargas, Victor Orozco, "
DelftX: Sustainable Building with Timber,None,Beginner, English,Free To Audit,https://www.edx.org/learn/architecture/delft-university-of-technology-building-with-timber,,"The way we construct our buildings needs to change! Over 35% of our global greenhouse gas emissions are attributable to the built environment. A third of that amount is specifically related to the production of abiotic (non-renewable) materials such as concrete, metals and plastics. The associated challenges are not only climate related, but also concern resource scarcity, health and housing provision.",edX,Available for Paid verified track with cost $139 USD,6 weeks 4–5 hours per week,Course,Starts Feb 27Ends Nov 15E,None,None,Architecture,"Arjan van Timmeren, Pablo van der Lugt, Gilbert Koskamp, "
"HarvardX: U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",4.9,Beginner, English,Free To Audit,https://www.edx.org/learn/political-science/harvard-university-u-s-political-institutions-congress-presidency-courts-and-bureaucracy,,"How do the three branches of government operate? How is power shared among Congress, the president, and the Supreme Court? What role is played by federal agencies that have no direct constitutional authority oftheir own? ",edX,Available for Paid verified track with cost $149 USD,4 weeks 2–4 hours per week,Course,"42,523 already enrolled! ",20 ratings,None,Social Sciences,"Thomas E. Patterson, "
"UMD, USMx: Agile Leadership Principles and Practices",4.8,Advanced, English,Free To Audit,https://www.edx.org/learn/agile/the-university-of-maryland-college-park-agile-leadership-principles-and-practices,,"Agile can often challenge project managers in the realm of leadership. Old styles of command-control are now a thing of the past, except for the most conservative organizations. While good leaders employ a variety of leadership skills and leadership styles to motivate team members, even this is not enough. Simply setting a common goal and maintaining positive attitudes while raising your emotional intelligence will make you a better leader; but will it truly unlock your team's potential? ",edX,Available for Paid verified track with cost $249 USD,4 weeks 2–3 hours per week,Course,"49,334 already enrolled! ",31 ratings,None,Engineering,"John Johnson, "
HarvardX: Strengthening Community Health Worker Programs,4.6,Beginner, English,Free To Audit,https://www.edx.org/learn/healthcare/harvard-university-strengthening-community-health-worker-programs,,"Despite medical and technological advances, half of the world’s population lacks access to essential health services, and over 8.9 million preventable deaths occur every year. There is an acute global shortage of health workers, a gap that will grow to 18 million by 2030. Studies show that training high-performing community health workers can help close these gaps and save more than 3 million lives annually.",edX,None,6 weeks 2–4 hours per week,Course,"83,582 already enrolled! ",14 ratings,None,Health & Safety,"Rajesh Ramesh Panjabi, "
TecdeMonterreyX: Habilidades de negociaciÃ³n y comunicaciÃ³n efectiva,None,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/negotiations/tecnologico-de-monterrey-habilidades-de-negociacion-y-comunicacion-efectiva,,"Negociamos desde que inicia el día, a través de todas nuestras interacciones, ya sean laborales, sociales o familiares. Pero te has preguntado ¿Qué tan eficientemente negocias y si lo podrías hacer mejor? Esta es una gran oportunidad para que pongas en práctica y de manera inmediata los conocimientos adquiridos y compruebes que el proceso de negociar es dinámico y siempre se puede mejorar. ",edX,Available for Paid verified track with cost $189 USD,4 weeks 5–8 hours per week,Course,"42,667 already enrolled! ",None,None,Business & Management,"Daniel Meade Monteverde, Luz María Vargas Reguer, "
UTAustinX: Linear Algebra - Foundations to Frontiers,5,Intermediate, English,Free To Audit,https://www.edx.org/learn/linear-algebra/the-university-of-texas-at-austin-linear-algebra-foundations-to-frontiers,,"Linear Algebra: Foundations to Frontiers (LAFF) is packed full of challenging, rewarding material that is essential for mathematicians, engineers, scientists, and anyone working with large datasets. Students appreciate our unique approach to teaching linear algebra because:",edX,Available for Paid verified track with cost $99 USD,15 weeks 6–10 hours per week,Course,"108,243 already enrolled!",6 ratings,None,Computer Science,"Maggie Myers, Robert van de Geijn, "
"HarvardX: Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",4.8,Beginner, English,Free To Audit,https://www.edx.org/learn/drugs/harvard-university-prescription-drug-regulation-cost-and-access-current-controversies-in-context,,"Prescription drugs are among the most common health care interventions and have turnedsome once-fatal diseases into manageable conditions — but they have also been a growing source of controversy. Patients in the US struggle with increasing costs and express concerns about whymany conditions,such as Alzheimer’s disease, remain without adequate therapeutic options.",edX,Available for Paid verified track with cost $299 USD,8 weeks 2–5 hours per week,Course,"111,097 already enrolled!",23 ratings,None,Medicine,"Aaron Kesselheim, Jonathan Darrow, Ameet Sarpatwari, "
"BerkeleyX: English for Journalists, Part 1",None,Intermediate, English,Free To Audit,https://www.edx.org/learn/journalism/university-of-california-berkeley-english-for-journalists-part-1,,"English for Journalists offers instruction in English language development for students who are studying journalism, or working journalists who want to improve their English proficiency. Students with a basic understanding and interest in journalism are encouraged to sign up.",edX,Available for Paid verified track with cost $99 USD,5 weeks 3–4 hours per week,Course,"78,308 already enrolled! ",None,None,Communication,"Maggie Sokolik, "
UBCx: AI for Teachers,4.9,Beginner, English,Free To Audit,https://www.edx.org/learn/artificial-intelligence/university-of-british-columbia-ai-for-teachers,,"Technology and computers are becoming more and more capable every day. Moving forward, computers will become increasingly good at solving problems. That means humans will become the problem finders and definers , translating the world into terms a computer can understand. This course is designed to teach you how to ""speak"" to computers, preparing you for a future in which computers are increasingly powerful and prevalent.",edX,Available for Paid verified track with cost $15 USD,3 weeks 1–2 hours per week,Course,Share this courseShare th,9 ratings,None,Computer Science,"Reid Patterson, "
WGUx: Information Technology Foundations,None,Beginner, English,Free To Audit,https://www.edx.org/learn/information-technology/western-governors-university-information-technology-foundations,,"Information technology (IT) can be viewed as a system, a combination of independent parts all working together to accomplish a certain goal. Systems are everywhere. For example, the respiratory, circulatory, nervous, and other subsystems of the body work together towards the common goal of keeping humans alive. IT is similar in that it consists of various subsystems all working towards a common goal. Information Technology Foundations will examine how the system called IT helps an organization advance its business goals and vision, resulting in improved growth, profits, and productivity.",edX,Available for Paid verified track with cost $222.29 USD,6 weeks 9–10 hours per week,Course,6 months9 - 10 hours per ,None,None,Computer Science,"Gary Dall, "
DelftX: Circular Economy: An Introduction,4.6,Beginner, English,Free To Audit,https://www.edx.org/learn/circular-economy/delft-university-of-technology-circular-economy-an-introduction,,"Our global society is not sustainable. We all know about the challenges we’re facing: waste, climate change, resource scarcity, loss of biodiversity. At the same time, we want to sustain our economies and offer opportunities for a growing world population. This course is about providing solutions we really believe in: a Circular Economy.",edX,Available for Paid verified track with cost $124 USD,7 weeks 3–6 hours per week,Course,"69,190 already enrolled! ",15 ratings,None,Business & Management,"Ken Webster, Conny Bakker, David Peck, "
IBM: Object Oriented Implementation Using C++,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/object-oriented-programming/ibm-object-oriented-implementation-using-c,,"Automation requires you to have both, a deep understanding of business logic and the ability to translate it into an automated program using the syntax and semantics of a programming language. Market research says C++ is one of the most sought-after programming languages to use for this translation. This comprehensive course takes you in-depth with the powerful, fast, and popular object-oriented language from scratch.",edX,Available for Paid verified track with cost $149 USD,8 weeks 3–4 hours per week,Course,"6,324 already enrolled! A",None,None,Computer Science,"Thanu James, Sudha C, Abin K Abraham, "
DelftX: Introduction to Aerospace Structures and Materials,4.6,Beginner, English,Free To Audit,https://www.edx.org/learn/aeronautical-engineering/delft-university-of-technology-introduction-to-aerospace-structures-and-materials,,"How do you design an aircraft or spacecraft? And in doing so, how do you keep the risk of failure minimal while bearing in mind that they will eventually fail?",edX,Available for Paid verified track with cost $139 USD,8 weeks 4–6 hours per week,Course,"59,413 already enrolled! ",10 ratings,None,Engineering,"Jos Sinke, Calvin Rans, Gillian Saunders-Smits, "
IIMBx: Customer Relationship Management,4.6,Intermediate, English,Free To Audit,https://www.edx.org/learn/customer-relationship-management/indian-institute-of-management-bangalore-customer-relationship-management,,"Customer Relationship Management, also known as CRM, helps businesses successfully implement strategies, practices and technolgies aimed at winning and retaining customers profitably. The objective of this business and management course is to equip you with a sound foundation of CRM concepts and best practices so you can implement CRM practices successfully for long-term profitability.",edX,Available for Paid verified track with cost $189 USD,6 weeks 3–5 hours per week,Course,"70,793 already enrolled! ",11 ratings,None,Business & Management,"Shainesh G, "
TUMx: Six Sigma Part 1: Define and Measure,4.5,Beginner, English,Free To Audit,https://www.edx.org/learn/six-sigma/technische-universitat-munchen-six-sigma-define-and-measure,,"In this first course of the Six Sigma Program, you will understand the background and meaning of Six Sigma and the five steps of the DMAIC process improvement flow: Define, Measure, Analyze, Improve, and Control. Discuss what ""Quality"" means and how to identify the Voice of the Customer.",edX,Available for Paid verified track with cost $149 USD,8 weeks 3–4 hours per week,Course,"129,399 already enrolled!",50 ratings,None,Business & Management,"Martin Grunow, Holly Ott, "
HKUx: So You Want To Be A Surgeon?,None,Beginner, English,Free To Audit,https://www.edx.org/learn/surgery/university-of-hong-kong-so-you-want-to-be-a-surgeon,,"The World Health Organization (WHO) projected urgent need of physicians and surgeons in the next decade and the Lancet Commissions 2015 report indicated the need for surgical services will continue to rise substantially from now until 2030, in particular in the low-income and middle-income regions.",edX,Available for Paid verified track with cost $99 USD,6 weeks 3–5 hours per week,Course,"17,415 already enrolled! ",None,None,Medicine,"Stephen Wing-Keung CHENG, Ian Yu-Hong WONG, Kent-Man CHU, "
BabsonX: Financial Accounting Made Fun: Eliminating Your Fears,4.4,Beginner, English,Free To Audit,https://www.edx.org/learn/financial-accounting/babson-college-financial-accounting-made-fun-eliminating-your-fears,,Are financial statements a mystery to you? Do all those terms and metrics make your head spin? Do you avoid conversations with your finance leaders because you are not confident of your finance ability?,edX,Available for Paid verified track with cost $249 USD,4 weeks 4–6 hours per week,Course,"52,892 already enrolled! ",18 ratings,None,Business & Management,"Peter Wilson, "
WellesleyX: Italian Language and Culture: Advanced (2023-2024),4.8,Advanced, Italian,Free To Audit,https://www.edx.org/learn/italian/wellesley-college-italian-language-and-culture-advanced-2023-2024,,Benvenuti e Benvenute! (Welcome!),edX,Available for Paid verified track with cost $59 USD,12 weeks 3–5 hours per week,Course,"39,160 already enrolled! ",27 ratings,None,Language,"Daniela Bartalesi-Graf, "
BabsonX: The Entrepreneurial Mindset,3.9,Beginner, English,Free To Audit,https://www.edx.org/learn/entrepreneurship/babson-college-the-entrepreneurial-mindset,,What does it really mean to think entrepreneurially?,edX,Available for Paid verified track with cost $189 USD,6 weeks 4–6 hours per week,Course,"41,480 already enrolled! ",7 ratings,None,Business & Management,"Dennis J. Ceru, "
UCR: Introduction to Social-Emotional Learning (SEL),None,Beginner, English,Free To Audit,https://www.edx.org/learn/education/university-of-california-riverside-introduction-to-social-emotional-learning,,"It's challenging for young people to navigate in today's complex and ever-diversifying world. Social-Emotional Learning (SEL) is the process of teaching interpersonal skills vital for their success that will help them succeed academically and socially. The solid foundation provided in this introductory course teaches you how to guide them to become more self-aware, socially-aware, and exercise self-management and control--all leading to greater happiness and success. Help them develop authentic empathy for others, show them how to maintain supportive relationships, and become grounded in responsible decision making.",edX,Available for Paid verified track with cost $59 USD,6 weeks 1–3 hours per week,Course,Starts Feb 27Ends Jun 15E,None,None,Education & Teacher Training,"Kevin Han, "
"HarvardX: Justice Today: Money, Markets, and Morals",4.8,Beginner, English,Free To Audit,https://www.edx.org/learn/justice/harvard-university-justice-today-money-markets-and-morals,,"Should you be able to buy a vote, citizenship, or college admission? Would you bet on someone else’s life—or, more accurately their death date? What about paying to see the exploitation of a person? ",edX,Available for Paid verified track with cost $149 USD,8 weeks 2–4 hours per week,Course,"36,848 already enrolled! ",14 ratings,None,Humanities,"Michael J. Sandel, "
URosarioX: A travel by Spanish America: Spanish for beginners,None,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/spanish/universidad-del-rosario-a-travel-by-spanish-america-spanish-for-beginners,,Today more tan 580 million people speak Spanish in the five continents and it is the third language used to communicate in the web and social networks.,edX,Available for Paid verified track with cost $39 USD,4 weeks 4–6 hours per week,Course,"27,728 already enrolled! ",None,None,Language,"Diana Alejandra Hincapié Moreno, María Liliana Labrador Morales, Diana Rocío Umaña Buitrago, "
UCSanDiegoX: Computer Graphics,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/computer-graphics/the-university-of-california-san-diego-computer-graphics,,"Today, computer graphics is a central part of our lives, in movies, games, computer-aided design, virtual reality, virtual simulators, visualization and even imaging products and cameras. This course, part of the Virtual Reality (VR) Professional Certificate program, teaches the basics of computer graphics that apply to all of these domains.",edX,Available for Paid verified track with cost $99 USD,6 weeks 6–12 hours per week,Course,"117,766 already enrolled!",None,None,Computer Science,"Ravi Ramamoorthi, "
HarvardX: Global Health Case Studies from a Biosocial Perspective,None,Beginner, English,Free To Audit,https://www.edx.org/learn/healthcare/harvard-university-global-health-case-studies-from-a-biosocial-perspective,,"This introductory global health course aims to frame global health's collection of problems and actions within a particular biosocial perspective. It develops a toolkit of interdisciplinary analytical approaches and uses them to examine historical and contemporary global health initiatives with careful attention to a critical sociology of knowledge. Four physician-anthropologists - Paul Farmer, Arthur Kleinman, Anne Becker, and Salmaan Keshavjee - draw on experience working in Asia, Africa, Eastern Europe, and the Americas to investigate what the field of global health comprises, how global health problems are defined and constructed, and how global health interventions play out in both expected and unexpected ways.",edX,None,12 weeks 3–5 hours per week,Course,"21,526 already enrolled! ",None,None,Social Sciences,"Arthur Kleinman, Paul Farmer, Anne Becker, "
"DartmouthX, IMTx: C Programming: Language Foundations",4.6,Beginner, English,Free To Audit,https://www.edx.org/learn/c-programming/dartmouth-college-c-programming-language-foundations,,"Inthis course, part of the C Programming with Linux Professional Certificate program,you will learn to use logical statements and arrays in C. Logical statements are used for decision-making with follow-up instructions, based on conditions you define. Arrays are used to store, keep track of, and organize larger amounts of data. You will furthermore implement some fundamental algorithms to search and sort data.",edX,Available for Paid verified track with cost $99 USD,5 weeks 2–4 hours per week,Course,"68,630 already enrolled! ",8 ratings,None,Computer Science,"Petra Bonfert-Taylor, Rémi Sharrock, "
MITx: Collaborative Data Science for Healthcare,None,Advanced, English,Free To Audit,https://www.edx.org/learn/data-science/massachusetts-institute-of-technology-collaborative-data-science-for-healthcare,,"Research has been traditionally viewed as a purely academic undertaking, especially in limited-resource healthcare systems. Clinical trials, the hallmark of medical research, are expensive to perform, and take place primarily in countries which can afford them. Around the world, the blood pressure thresholds for hypertension, or the blood sugar targets for patients with diabetes, are established based on research performed in a handful of countries. There is an implicit assumption that the findings and validity of studies carried out in the US and other Western countries generalize to patients around the world.",edX,Available for Paid verified track with cost $49 USD,12 weeks 2–3 hours per week,Course,"13,672 already enrolled! ",None,None,Data Analysis & Statistics,"Louis Agha-Mir-Salim, Leo Anthony Celi, Marie-Laure Charpignon, "
IBM: Python for AI & Development Project,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/python/ibm-python-for-ai-development-project,,"Please Note: Learners who successfully complete this IBM course can earn a skill badge — a detailed, verifiable and digital credential that profiles the knowledge and skills you’ve acquired in this course. Enroll to learn more, complete the course and claim your badge!",edX,Available for Paid verified track with cost $29 USD,1 weeks 3–4 hours per week,Course,"9,987 already enrolled! A",None,None,Data Analysis & Statistics,"Joseph Santarcangelo, Ramesh Sannareddy, "
UPValenciaX: IntroducciÃ³n a SQL y bases de datos relacionales,4.8,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/sql/universitat-politecnica-de-valencia-introduccion-a-sql-y-bases-de-datos-relacionales,,"El mayor activo de las empresas actuales son sus datos, datos que, mayoritariamente se alojan en bases de datos relacionales en línea.",edX,Available for Paid verified track with cost $39 USD,5 weeks 4–5 hours per week,Course,Share this courseShare th,8 ratings,None,Computer Science,"Ignacio Despujol, "
JaverianaX: El arte de vender: introducciÃ³n a las ventas,4.8,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/sales/pontificia-universidad-javeriana-el-arte-de-vender-introduccion-a-las-ventas,,"La venta se presenta en todas las actividades humanas por lo que hay que conocerla para lograr su máximo desempeño y llevar a cabo las organizaciones al logro de las metas. Pero es necesario conocer sus variables más importantes para hacerla más profesional, facilitando a los clientes a comprar los productos o servicios que se ofrecen.",edX,Available for Paid verified track with cost $45 USD,4 weeks 4–6 hours per week,Course,"57,526 already enrolled! ",5 ratings,None,Economics & Finance,"Ivan Moya, "
GTx: Computing in Python II: Control Structures,4.8,Beginner, English,Free To Audit,https://www.edx.org/learn/python/the-georgia-institute-of-technology-computing-in-python-ii-control-structures,,"Building on your prior knowledge of variables and operators, this course gets into the meat of programming. Organized into five chapters, this course starts by covering the fundamentals of what control structures are and what they do, then moves on to four common control structures in Python. Conditionals let you modify what your program does based on the values of incoming variables. Loops let you repeat tasks for multiple values or while certain conditions hold true. Functions let you encapsulate complex reasoning into reusable chunks of code. Error handling lets you intelligently recover from anticipated and unanticipated glitches. ",edX,Available for Paid verified track with cost $189 USD,5 weeks 9–10 hours per week,Course,"51,711 already enrolled! ",21 ratings,None,Computer Science,"David Joyner, "
SDGAcademyX: Transforming Our World: Achieving the Sustainable Development Goals,4.6,Intermediate, English,Free To Audit,https://www.edx.org/learn/sustainable-development/sdg-academy-transforming-our-world-achieving-the-sustainable-development-goals,,"In this course, learn all about the 17 Sustainable Development Goals (SDGs). ",edX,None,1 weeks 2–4 hours per week,Course,"16,992 already enrolled! ",8 ratings,None,Environmental Studies,"Jeffrey D. Sachs, "
TEFLx: 50-hour English Language Teaching Methodology,None,Intermediate, English,Free To Audit,https://www.edx.org/learn/education/tefl-org-50-hour-english-language-teaching-methodology,,"Learn about classroom management, teaching styles and advanced TEFL methodology. Study with a personal tutor and meet fellow students on our course forums. Includes units on business English, young learners and teaching English one-to-one.",edX,Available for Paid verified track with cost $299 USD,10 weeks 1–5 hours per week,Course,Starts Feb 27Ends Jun 25E,None,None,Education & Teacher Training,"Luke Bartsch, Thomas Kerr, "
AnahuacX: IntroducciÃ³n a la inteligencia emocional,4.8,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/social-science/universidades-anahuac-introduccion-a-la-inteligencia-emocional,,"La inteligencia emocional es un conjunto de herramientas personales que nos ayudan a potenciar todas las situaciones de nuestra vida, planear nuestras acciones y en general, tomar mejores decisiones. Pensar en tener éxito sin inteligencia emocional es como construir una casa sin herramientas: podemos intentar construirla con los mejores materiales (habilidades profesionales) pero si no sabemos cómo trabajarlos, nunca llegaremos a la meta.",edX,Available for Paid verified track with cost $39 USD,4 weeks 3–5 hours per week,Course,"39,015 already enrolled! ",12 ratings,None,Social Sciences,"Pped. Silvia Josefina Axle Echanove, Psic. Alejandro González Novelo, M.C. Jorge Carlos Hevia Orozco, "
UAMx: IntroducciÃ³n a la RegulaciÃ³n Emocional basada en Mindfulness,4.8,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/health-wellness/universidad-autonoma-de-madrid-introduccion-a-la-regulacion-emocional-basada-en-mindfulness,,"Este curso en línea es el inicio de un viaje hacia ti mismo,hacia ti misma y hacia la naturaleza tranquila de la mente y la propuesta es hacerlo con el entrenamiento en Mindfulness o Atención Plena. ",edX,Available for Paid verified track with cost $29 USD,5 weeks 3–5 hours per week,Course,"44,711 already enrolled! ",14 ratings,None,Health & Safety,"Beatriz Rodríguez Vega, Carmen Bayón Pérez, Ángela Palao Tarrero, "
CornellX: Teaching & Learning in the Diverse Classroom,4.6,Beginner, English,Free To Audit,https://www.edx.org/learn/education/cornell-university-teaching-learning-in-the-diverse-classroom,,"U.S.-based and higher education-centered, this is a five-module, self-paced course that offers an inclusive teaching framework with multiple entry points for reflection and exploration of the research on learning and diversity. Anchored in the lived experiences of students and instructors, including your own, we invite you to explore strategies for inclusive course design, student-centered pedagogical practices, facilitating learning across difference, and change efforts that support student engagement, achievement, and belongingness. Come with a course of your own in mind, and design for inclusion as you make your way through Teaching & Learning in the Diverse Classroom.",edX,Available for Paid verified track with cost $99 USD,5 weeks 2–4 hours per week,Course,"19,846 already enrolled! ",25 ratings,None,Education & Teacher Training,"Mathew L. Ouellett, Melina Ivanchikova, "
